V240001	V241110 - PRE: What is it that R likes about Democratic Presidential candidate [text]
140859	I will vote for anyone who will undo the damage done to our nation and democracy during and after the Trump administration.
140861	Her intelligence, her background as an Attorney General and prosecutor, her performance as Vice President.[CHAR(10)][CHAR(10)]and She Is Not Donald Trump.
140864	honest for all american
140866	Her track record and experience
140867	she stands for democracy, the constitution, and the rule of law. she is inclusive to all people
140873	i THINK SHE WILL BE A VERY GOOD PRESIDENT[CHAR(10)]
140874	She is not Donald Trump
140876	better presidential approach than Trump
140877	Compared to Trump and Biden she is like a breath of fresh air. Biden clearly needed to drop out and this has reinvigorated the Democratic Party.
140880	She has energy and I agree with women's rights, taking care of the middle class and she speaks of issues and how she will fix.
140881	She fights for what is right. Is honest and trustworthy. Gets things done.
140882	young, strong, level headed.[CHAR(10)]And not Donald Trump
140887	Support for reproductive rights.
140888	Fewer fatal weaknesses than Trump.
140892	not being racist[CHAR(10)]student loan help continuing[CHAR(10)]legalizing Marijuana federally[CHAR(10)]making 911 Operators first responders instead of clerical
140893	Don't follow politics too much but don't want Project 2025 to happen
140901	She's a woman and biracial. She will protect a woman's freedom to choose for herself, build the middle class, protect the rule of law, make corporations and billionaires pay taxes and protect or Democracy!!
140902	First of all she is a women[CHAR(10)]second she got guts, strong, confident.
140905	she is not trump
140911	Honest and Trustworthy.....
140912	joyful the fight for freedom in the campaign
140915	She's NOT Donald Trump!
140916	I believe in her values and that she is for the American people.
140918	something new from the prior candidates
140919	She seems more honest and sincere and concerned about the democracy of our country.
140921	She is a communist. She believes in open borders. Her policies will bankrupt the USA. she believes in big government and regulations.
140923	Only other option against Trump
140924	thats shes not Donald Trump
140925	she’s the only option
140929	She is not Donald Trump
140930	Kamala has some political experience and as a lawyer she has stood up to others.
140932	inspiration, new, young
140935	Promoting gendar equality
140937	I love the democratic proposal for working on the border issue. Kamala Harris has class, dignity and is respectful to others. I am honored to have her represent the Democratic party!
140940	Her life of service and experience that makes her a great candidate for the job. The continuation of a democratic government. A woman's reproductive freedom of choice.
140944	women, abortion, minority rights
140945	Women rights...abortion
140948	she's not Donald Trump
140949	To 1. Save Democracy 2.Women Rights over their body 3. The well being of all 4.The Country Finance Position 5.Job Economy 6. World Peace
140952	I'm watching debates, interviews (if/when she ever gives one), and anything else I can. I want to find something redeeming about her so that I can have hope if she's elected. Unfortunately, her actions and words haven't aligned, so I haven't found anything yet, but I'm still looking and open to it if I hear it.
140957	female, common sense, black, experienced
140958	She better represents the blending pot that is USA; [CHAR(10)]Not the misogynist, patriarchal beliefs of Trump. [CHAR(10)]
